ts,temperature,dew_point,rel_humidity,wind_dir,wind_speed,visibility,stn_pressure,humidex,wind_chill,notes
2013-02-09D12:00:00.000000000,-7.5,-10.8,77,360,15,24.1,100.79,,-14,Clear
2013-02-09D13:00:00.000000000,-6.2,-10.4,72,350,11,24.1,100.77,,-11,Clear
2013-02-09D14:00:00.000000000,-5.4,-10.7,66,360,17,24.1,100.71,,-11,Clear
2013-02-09D15:00:00.000000000,-4.5,-10.3,64,360,7,24.1,100.75,,-8,Clear
2013-02-09D16:00:00.000000000,-4.3,-10.7,61,40,9,24.1,100.74,,-8,Clear
2013-02-09D17:00:00.000000000,-5.2,-11.4,62,30,6,24.1,100.72,,-8,Clear
2013-02-09D18:00:00.000000000,-5.4,-11.5,62,,0,24.1,100.74,,,Clear
2013-02-09D19:00:00.000000000,-5.9,-11.6,64,,0,24.1,100.74,,,Clear
2013-02-09D20:00:00.000000000,-7.8,-12.4,69,,0,24.1,100.77,,,Clear
2013-02-09D21:00:00.000000000,-7.9,-11.9,73,,0,24.1,100.76,,,Mainly Clear
2013-02-09D22:00:00.000000000,-8.6,-12.1,76,,0,24.1,100.76,,,Mainly Clear
2013-02-09D23:00:00.000000000,-9.5,-13.5,73,,0,24.1,100.73,,,Mainly Clear
2013-02-10D00:00:00.000000000,-12.2,-14.7,82,300,4,24.1,100.73,,-15,Mainly Clear
2013-02-10D01:00:00.000000000,-11.3,-13.8,82,,0,24.1,100.7,,,Mainly Clear
2013-02-10D02:00:00.000000000,-11.6,-13.4,86,,0,24.1,100.71,,,Mainly Clear
2013-02-10D03:00:00.000000000,-11.7,-14,83,,0,24.1,100.69,,,Mainly Clear
2013-02-10D04:00:00.000000000,-13.2,-14.6,89,330,6,24.1,100.62,,-17,Clear
2013-02-10D05:00:00.000000000,-14.2,-15.6,89,10,6,24.1,100.59,,-18,Clear
2013-02-10D06:00:00.000000000,-15.5,-16.3,94,340,7,24.1,100.6,,-20,Mainly Clear
2013-02-10D07:00:00.000000000,-13.8,-15.2,89,350,4,19.3,100.63,,-17,Mainly Clear
2013-02-10D08:00:00.000000000,-14.7,-15.6,93,310,4,19.3,100.67,,-18,Mostly Cloudy
2013-02-10D09:00:00.000000000,-11.7,-12.1,97,,0,24.1,100.61,,,Mainly Clear
2013-02-10D10:00:00.000000000,-8.8,-9.8,92,,0,19.3,100.53,,,Mostly Cloudy
2013-02-10D11:00:00.000000000,-2.9,-5.3,83,100,11,24.1,100.43,,-7,Mostly Cloudy
2013-02-10D12:00:00.000000000,-1,-9.5,52,110,11,24.1,100.3,,-5,Mainly Clear
2013-02-10D13:00:00.000000000,-0.2,-12,41,100,15,24.1,100.21,,-5,Mostly Cloudy
2013-02-10D14:00:00.000000000,0.5,-11.7,39,100,17,24.1,100.17,,,Mostly Cloudy
2013-02-10D15:00:00.000000000,0.6,-8,52,90,17,24.1,100.02,,,Mostly Cloudy
2013-02-10D16:00:00.000000000,0.7,-7.4,55,100,20,24.1,99.98,,,Cloudy
2013-02-10D17:00:00.000000000,-0.5,-4.4,75,80,22,24.1,99.87,,-6,Cloudy
2013-02-10D18:00:00.000000000,-0.6,-3.8,79,100,13,24.1,99.84,,-5,Cloudy
2013-02-10D19:00:00.000000000,-0.1,-3.2,80,110,13,24.1,99.73,,-4,Mostly Cloudy
2013-02-10D20:00:00.000000000,0.8,-2.3,80,100,13,24.1,99.66,,,Cloudy
2013-02-10D21:00:00.000000000,1.3,-1.8,80,90,15,24.1,99.45,,,Cloudy
2013-02-10D22:00:00.000000000,1.7,-1.4,80,130,7,24.1,99.45,,,Cloudy
2013-02-10D23:00:00.000000000,1.6,-0.9,83,,0,24.1,99.36,,,Cloudy
2013-02-11D00:00:00.000000000,1.3,-0.7,87,90,13,24.1,99.14,,,"Rain,Snow"
2013-02-11D01:00:00.000000000,1.9,-0.5,84,130,6,24.1,99.03,,,Mostly Cloudy
2013-02-11D02:00:00.000000000,2.6,-1.4,75,140,11,24.1,98.93,,,Ice Pellets
2013-02-11D03:00:00.000000000,2.1,-0.2,85,140,11,8,98.86,,,Rain
2013-02-11D04:00:00.000000000,1.5,0.4,92,140,11,9.7,98.7,,,Rain
2013-02-11D05:00:00.000000000,1.4,0.9,96,140,9,4.8,98.6,,,"Rain,Fog"
2013-02-11D06:00:00.000000000,1.7,1.5,99,150,11,2.4,98.52,,,"Drizzle,Fog"
2013-02-11D07:00:00.000000000,2,1.9,99,140,11,4,98.43,,,"Drizzle,Fog"
2013-02-11D08:00:00.000000000,2.4,2.4,100,160,13,2.4,98.37,,,"Drizzle,Fog"
2013-02-11D09:00:00.000000000,3.1,3.1,100,190,13,9.7,98.26,,,"Drizzle,Fog"
2013-02-11D10:00:00.000000000,4.8,4.8,100,180,15,16.1,98.11,,,Cloudy
2013-02-11D11:00:00.000000000,5.3,4.6,95,220,17,6.4,98.07,,,"Rain Showers,Fog"
2013-02-11D12:00:00.000000000,6.6,6,96,210,15,19.3,97.99,,,Cloudy
2013-02-11D13:00:00.000000000,6,-0.2,64,250,46,24.1,97.91,,,Mostly Cloudy
2013-02-11D14:00:00.000000000,4.7,-0.9,67,250,50,24.1,97.99,,,Cloudy
2013-02-11D15:00:00.000000000,3.6,-1.4,70,240,37,19.3,98.03,,,Rain Showers
2013-02-11D16:00:00.000000000,2.4,-0.6,81,250,32,24.1,98.12,,,"Rain Showers,Snow Showers"
2013-02-11D17:00:00.000000000,2,-1.9,75,240,35,24.1,98.21,,,Mostly Cloudy
2013-02-11D18:00:00.000000000,2,-2.3,73,230,28,24.1,98.23,,,Mostly Cloudy
2013-02-11D19:00:00.000000000,1.6,-2.5,74,240,28,24.1,98.29,,,Mostly Cloudy
2013-02-11D20:00:00.000000000,1.6,-2.2,76,230,22,24.1,98.33,,,Cloudy
2013-02-11D21:00:00.000000000,1.7,-2.1,76,240,35,16.1,98.33,,,Snow Showers
2013-02-11D22:00:00.000000000,1.7,-1.5,79,230,26,19.3,98.35,,,Snow Showers
2013-02-11D23:00:00.000000000,1.2,-1.3,83,240,28,16.1,98.37,,,Snow Showers
2013-02-12D00:00:00.000000000,1.1,-0.9,86,240,26,19.3,98.41,,,Snow Showers
2013-02-12D01:00:00.000000000,1.7,-1.4,80,250,39,24.1,98.47,,,Cloudy
2013-02-12D02:00:00.000000000,1.7,-1.4,80,260,28,24.1,98.53,,,Cloudy
2013-02-12D03:00:00.000000000,1.4,-1,84,260,28,24.1,98.6,,,Cloudy
2013-02-12D04:00:00.000000000,1.2,-1.1,85,270,37,24.1,98.67,,,Cloudy
2013-02-12D05:00:00.000000000,0.9,-1.4,85,260,32,24.1,98.77,,,Cloudy
2013-02-12D06:00:00.000000000,0.8,-1.5,85,270,24,24.1,98.86,,,Snow Showers
2013-02-12D07:00:00.000000000,0.6,-3.2,76,280,32,19.3,98.98,,,Snow Showers
2013-02-12D08:00:00.000000000,0.2,-3.6,76,270,28,24.1,99.07,,,Cloudy
2013-02-12D09:00:00.000000000,0,-3.7,76,280,24,24.1,99.14,,-6,Cloudy
2013-02-12D10:00:00.000000000,0,-4.8,70,280,33,24.1,99.19,,-7,Cloudy
2013-02-12D11:00:00.000000000,-0.2,-5.8,66,270,30,24.1,99.21,,-7,Mostly Cloudy
2013-02-12D12:00:00.000000000,0.3,-5.9,63,270,33,24.1,99.24,,,Mostly Cloudy
2013-02-12D13:00:00.000000000,0.6,-5.3,65,280,39,24.1,99.18,,,Mostly Cloudy
2013-02-12D14:00:00.000000000,0.2,-4.8,69,280,28,24.1,99.17,,,Mostly Cloudy
2013-02-12D15:00:00.000000000,0.2,-5.3,66,270,22,24.1,99.19,,,Cloudy
2013-02-12D16:00:00.000000000,-0.5,-4.5,74,270,24,24.1,99.1,,-6,Cloudy
2013-02-12D17:00:00.000000000,-0.5,-4.8,73,270,26,24.1,99.16,,-7,Cloudy
2013-02-12D18:00:00.000000000,-0.6,-5,72,270,24,24.1,99.22,,-7,Cloudy
2013-02-12D19:00:00.000000000,-0.7,-5,73,260,20,24.1,99.27,,-6,Cloudy
2013-02-12D20:00:00.000000000,-0.7,-4.8,74,270,20,24.1,99.3,,-6,Cloudy
2013-02-12D21:00:00.000000000,-0.7,-5.1,72,270,24,24.1,99.26,,-7,Cloudy
2013-02-12D22:00:00.000000000,-0.9,-4.8,75,260,17,24.1,99.21,,-6,Cloudy
2013-02-12D23:00:00.000000000,-0.7,-4.9,73,280,11,24.1,99.15,,-4,Cloudy
2013-02-13D00:00:00.000000000,-1.2,-4.8,76,260,11,24.1,99.11,,-5,Cloudy
2013-02-13D01:00:00.000000000,-1.1,-4.8,76,260,11,24.1,99.1,,-5,Cloudy
2013-02-13D02:00:00.000000000,-1.2,-5.1,75,250,7,24.1,99.08,,-4,Cloudy
2013-02-13D03:00:00.000000000,-1.1,-5,75,220,7,24.1,99.05,,-4,Cloudy
2013-02-13D04:00:00.000000000,-1.2,-5.1,75,220,6,24.1,99,,-3,Cloudy
2013-02-13D05:00:00.000000000,-1.3,-4.7,78,240,9,24.1,98.98,,-5,Cloudy
2013-02-13D06:00:00.000000000,-1.7,-4.8,79,260,13,24.1,99,,-6,Cloudy
2013-02-13D07:00:00.000000000,-1.7,-5.7,74,260,13,24.1,99,,-6,Cloudy
2013-02-13D08:00:00.000000000,-2.2,-7.2,69,290,11,24.1,98.98,,-6,Mostly Cloudy
2013-02-13D09:00:00.000000000,-2.1,-7.3,68,250,9,24.1,98.95,,-6,Mostly Cloudy
2013-02-13D10:00:00.000000000,-2.1,-7.4,67,260,13,24.1,98.91,,-7,Mostly Cloudy
2013-02-13D11:00:00.000000000,-1.6,-7.4,65,280,13,24.1,98.87,,-6,Mostly Cloudy
2013-02-13D12:00:00.000000000,-1.1,-6.3,68,270,9,24.1,98.79,,-4,Mainly Clear
2013-02-13D13:00:00.000000000,-0.7,-6.2,66,,0,24.1,98.76,,,Mainly Clear
2013-02-13D14:00:00.000000000,-0.1,-6.2,63,280,9,24.1,98.71,,-3,Mainly Clear
2013-02-13D15:00:00.000000000,0.3,-6.4,61,320,13,24.1,98.64,,,Mainly Clear
2013-02-13D16:00:00.000000000,0.6,-6.3,60,280,11,24.1,98.64,,,Mainly Clear
2013-02-13D17:00:00.000000000,-0.6,-6.5,64,320,15,24.1,98.67,,-5,Mainly Clear
2013-02-13D18:00:00.000000000,-1.7,-6.8,68,320,17,24.1,98.69,,-7,Mainly Clear
2013-02-13D19:00:00.000000000,-2.4,-7.1,70,320,17,24.1,98.7,,-8,Clear
2013-02-13D20:00:00.000000000,-3.4,-7.5,73,310,11,24.1,98.74,,-8,Clear
2013-02-13D21:00:00.000000000,-2.9,-7.1,73,310,13,24.1,98.77,,-8,Mostly Cloudy
2013-02-13D22:00:00.000000000,-3.6,-7.5,74,310,9,24.1,98.81,,-7,Clear
2013-02-13D23:00:00.000000000,-4.4,-7.9,77,290,7,24.1,98.85,,-8,Mainly Clear
2013-02-14D00:00:00.000000000,-5.5,-8.4,80,270,7,24.1,98.88,,-9,Mostly Cloudy
2013-02-14D01:00:00.000000000,-5.1,-8.2,79,,0,24.1,98.9,,,Cloudy
2013-02-14D02:00:00.000000000,-4.3,-6.8,83,270,6,24.1,98.91,,-7,Cloudy
2013-02-14D03:00:00.000000000,-3.6,-6.4,81,220,6,24.1,98.92,,-6,Cloudy
2013-02-14D04:00:00.000000000,-3.2,-5.4,85,,0,24.1,98.93,,,Cloudy
2013-02-14D05:00:00.000000000,-2.7,-5.7,80,170,7,24.1,98.95,,-6,Cloudy
2013-02-14D06:00:00.000000000,-2.6,-6,77,170,7,19.3,98.95,,-5,Cloudy
2013-02-14D07:00:00.000000000,-2.6,-5.1,83,160,7,16.1,98.97,,-5,Cloudy
2013-02-14D08:00:00.000000000,-2.2,-4.1,87,170,6,8,99,,-5,Fog
2013-02-14D09:00:00.000000000,-1.5,-3.1,89,170,7,8,99.03,,-4,Fog
2013-02-14D10:00:00.000000000,-0.5,-2.3,88,180,9,9.7,99.01,,-4,Fog
2013-02-14D11:00:00.000000000,0.1,-2.7,81,150,9,16.1,98.95,,,Cloudy
2013-02-14D12:00:00.000000000,0.5,-2.4,81,160,13,16.1,98.91,,,Cloudy
2013-02-14D13:00:00.000000000,0.9,-1.9,82,180,13,4,98.84,,,Snow
2013-02-14D14:00:00.000000000,1.1,-0.7,88,160,9,4.8,98.77,,,Snow
2013-02-14D15:00:00.000000000,1.1,-0.3,90,170,13,4,98.75,,,Snow
2013-02-14D16:00:00.000000000,1.5,0,90,180,13,4.8,98.74,,,"Rain,Snow"
2013-02-14D17:00:00.000000000,1.4,0.3,92,170,11,6.4,98.72,,,"Rain,Snow,Fog"
2013-02-14D18:00:00.000000000,1.3,0.5,94,160,13,4.8,98.69,,,"Rain,Fog"
2013-02-14D19:00:00.000000000,0.7,0.2,96,170,15,2,98.71,,,"Rain,Snow,Fog"
2013-02-14D20:00:00.000000000,0.9,0.5,97,180,9,4,98.65,,,"Snow,Fog"
2013-02-14D21:00:00.000000000,1.7,0.9,94,200,17,8,98.61,,,Snow
2013-02-14D22:00:00.000000000,1.6,0.7,94,190,11,8,98.56,,,Snow
2013-02-14D23:00:00.000000000,1.6,0.7,94,210,17,9.7,98.51,,,Snow
2013-02-15D00:00:00.000000000,2.1,0.6,90,220,19,12.9,98.52,,,Snow
2013-02-15D01:00:00.000000000,2.3,0.3,87,220,19,14.5,98.49,,,Rain
2013-02-15D02:00:00.000000000,2.2,-0.5,82,220,19,19.3,98.48,,,Rain
2013-02-15D03:00:00.000000000,2,-0.8,82,230,22,24.1,98.48,,,Rain
2013-02-15D04:00:00.000000000,1.9,-1.1,80,250,33,24.1,98.51,,,Cloudy
2013-02-15D05:00:00.000000000,0.4,-3.4,76,270,28,24.1,98.7,,,Mostly Cloudy
2013-02-15D06:00:00.000000000,-0.4,-4.3,75,270,35,24.1,98.83,,-7,Mostly Cloudy
2013-02-15D07:00:00.000000000,-0.7,-4.4,76,260,22,24.1,98.94,,-6,Mostly Cloudy
2013-02-15D08:00:00.000000000,-1.1,-4.7,76,260,33,24.1,99.03,,-8,Cloudy
2013-02-15D09:00:00.000000000,-1.9,-5.6,76,270,35,24.1,99.16,,-9,Ice Pellets
2013-02-15D10:00:00.000000000,-1.9,-6.3,72,270,26,24.1,99.23,,-8,Snow Grains
2013-02-15D11:00:00.000000000,-1.9,-6.4,71,260,35,24.1,99.28,,-9,Snow Grains
2013-02-15D12:00:00.000000000,-1.9,-6.8,69,270,32,24.1,99.31,,-9,Snow Grains
2013-02-15D13:00:00.000000000,-2.1,-7.1,69,270,32,16.1,99.32,,-9,Snow
2013-02-15D14:00:00.000000000,-2.1,-8.6,61,290,32,24.1,99.35,,-9,Mostly Cloudy
2013-02-15D15:00:00.000000000,-2.1,-9.7,56,270,35,24.1,99.39,,-10,Mostly Cloudy
2013-02-15D16:00:00.000000000,-2.6,-10.2,56,260,32,24.1,99.43,,-10,Mainly Clear
2013-02-15D17:00:00.000000000,-3.3,-10.9,56,280,28,24.1,99.48,,-11,Mainly Clear
2013-02-15D18:00:00.000000000,-4.3,-9.8,65,270,28,24.1,99.55,,-12,Mostly Cloudy
2013-02-15D19:00:00.000000000,-5.1,-9.6,71,270,17,24.1,99.65,,-11,Mainly Clear
2013-02-15D20:00:00.000000000,-5.7,-9.2,76,270,15,24.1,99.68,,-11,Mainly Clear
2013-02-15D21:00:00.000000000,-6,-10.2,72,280,17,24.1,99.74,,-12,Mainly Clear
2013-02-15D22:00:00.000000000,-6.8,-10.5,75,280,17,24.1,99.74,,-13,Mainly Clear
2013-02-15D23:00:00.000000000,-6.8,-10.7,74,290,17,24.1,99.73,,-13,Mainly Clear
2013-02-16D00:00:00.000000000,-7.1,-10.5,77,290,9,24.1,99.71,,-11,Mainly Clear
2013-02-16D01:00:00.000000000,-8.2,-11,80,250,7,24.1,99.68,,-12,Mainly Clear
2013-02-16D02:00:00.000000000,-8.4,-11,81,220,6,24.1,99.65,,-12,Mainly Clear
2013-02-16D03:00:00.000000000,-8.8,-10.9,85,280,4,24.1,99.64,,-11,Mostly Cloudy
2013-02-16D04:00:00.000000000,-8,-10.1,85,260,4,24.1,99.62,,-10,Mostly Cloudy
2013-02-16D05:00:00.000000000,-7.5,-9.8,84,,0,19.3,99.59,,,Cloudy
2013-02-16D06:00:00.000000000,-6.8,-9,84,,0,16.1,99.58,,,Snow Showers
2013-02-16D07:00:00.000000000,-6.6,-8.9,84,140,4,16.1,99.57,,-9,Snow Showers
2013-02-16D08:00:00.000000000,-6,-9.5,76,180,4,17.7,99.59,,-8,Snow Showers
2013-02-16D09:00:00.000000000,-5.8,-8.9,79,260,6,19.3,99.56,,-9,Mostly Cloudy
2013-02-16D10:00:00.000000000,-4.6,-8.4,75,200,4,19.3,99.55,,-6,Mostly Cloudy
2013-02-16D11:00:00.000000000,-4,-8.2,73,,0,19.3,99.53,,,Snow Showers
2013-02-16D12:00:00.000000000,-4,-8.2,73,350,4,19.3,99.49,,-6,Snow Showers
2013-02-16D13:00:00.000000000,-4,-7.3,78,,0,4,99.42,,,Snow Showers
2013-02-16D14:00:00.000000000,-3.8,-7.9,73,,0,6.4,99.35,,,Snow Showers
2013-02-16D15:00:00.000000000,-4.5,-6.2,88,290,6,1.2,99.32,,-7,Snow Showers
2013-02-16D16:00:00.000000000,-4.9,-5.8,93,40,11,0.8,99.33,,-9,Moderate Snow Showers
2013-02-16D17:00:00.000000000,-6.1,-7.2,92,10,20,1.6,99.36,,-13,Snow Showers
2013-02-16D18:00:00.000000000,-6.5,-7.6,92,10,17,0.4,99.44,,-13,Heavy Snow Showers
2013-02-16D19:00:00.000000000,-6.7,-7.7,93,20,17,0.6,99.49,,-13,Moderate Snow Showers
2013-02-16D20:00:00.000000000,-7.3,-8.4,92,30,15,4.8,99.51,,-13,Snow Showers
2013-02-16D21:00:00.000000000,-7.2,-8.3,92,340,17,1.2,99.49,,-14,Snow Showers
2013-02-16D22:00:00.000000000,-7.8,-9.1,90,360,19,9.7,99.45,,-15,Snow Showers
2013-02-16D23:00:00.000000000,-8.2,-10.8,81,360,17,19.3,99.43,,-15,Mostly Cloudy
2013-02-17D00:00:00.000000000,-9.7,-12.4,81,350,19,24.1,99.4,,-17,Mainly Clear
2013-02-17D01:00:00.000000000,-10.7,-13.6,79,360,17,24.1,99.4,,-18,Mainly Clear
2013-02-17D02:00:00.000000000,-11.6,-14.8,77,340,19,24.1,99.42,,-20,Mainly Clear
2013-02-17D03:00:00.000000000,-12.7,-15.5,80,350,22,24.1,99.45,,-22,Mainly Clear
2013-02-17D04:00:00.000000000,-14,-16.6,81,360,24,24.1,99.49,,-24,Mainly Clear
2013-02-17D05:00:00.000000000,-14.4,-17,81,350,20,24.1,99.54,,-23,Mainly Clear
2013-02-17D06:00:00.000000000,-15.6,-17.9,82,350,24,24.1,99.59,,-26,Mainly Clear
2013-02-17D07:00:00.000000000,-16.5,-18.8,82,360,22,24.1,99.6,,-27,Mainly Clear
2013-02-17D08:00:00.000000000,-15.9,-20.1,70,330,19,24.1,99.64,,-25,Mainly Clear
2013-02-17D09:00:00.000000000,-15.4,-20.1,67,350,24,24.1,99.67,,-26,Mainly Clear
2013-02-17D10:00:00.000000000,-14.6,-19,69,340,26,24.1,99.7,,-25,Mainly Clear
2013-02-17D11:00:00.000000000,-13.8,-18.9,65,350,20,24.1,99.75,,-23,Mainly Clear
2013-02-17D12:00:00.000000000,-12.7,-17.9,65,330,15,24.1,99.73,,-20,Mainly Clear
2013-02-17D13:00:00.000000000,-11.6,-16.8,65,320,19,24.1,99.72,,-20,Mostly Cloudy
2013-02-17D14:00:00.000000000,-10.8,-16.2,64,340,20,24.1,99.71,,-19,Mostly Cloudy
2013-02-17D15:00:00.000000000,-10.8,-16.8,61,360,20,24.1,99.7,,-19,Mainly Clear
2013-02-17D16:00:00.000000000,-10.7,-16,65,360,22,24.1,99.74,,-19,Mainly Clear
2013-02-17D17:00:00.000000000,-11,-16.1,66,340,19,24.1,99.77,,-19,Mainly Clear
2013-02-17D18:00:00.000000000,-11.1,-16.6,64,310,26,24.1,99.85,,-20,Mainly Clear
2013-02-17D19:00:00.000000000,-11.5,-16.7,65,300,15,24.1,99.96,,-19,Clear
2013-02-17D20:00:00.000000000,-12.2,-18,62,310,20,24.1,99.98,,-21,Clear
2013-02-17D21:00:00.000000000,-12.9,-18.1,65,290,15,24.1,100.05,,-20,Mainly Clear
2013-02-17D22:00:00.000000000,-12.3,-18,62,340,13,24.1,100.16,,-19,Mostly Cloudy
2013-02-17D23:00:00.000000000,-13.4,-18.5,65,280,7,24.1,100.2,,-18,Clear
2013-02-18D00:00:00.000000000,-14.8,-18.5,73,270,4,24.1,100.19,,-18,Clear
2013-02-18D01:00:00.000000000,-16.3,-20.1,72,280,15,24.1,100.22,,-25,Clear
2013-02-18D02:00:00.000000000,-15.7,-19,76,300,11,24.1,100.25,,-22,Clear
2013-02-18D03:00:00.000000000,-15.8,-19,76,280,13,24.1,100.24,,-23,Clear
2013-02-18D04:00:00.000000000,-14.8,-17.6,79,280,4,24.1,100.26,,-18,Clear
2013-02-18D05:00:00.000000000,-14.5,-16.9,82,270,4,24.1,100.29,,-17,Mainly Clear
2013-02-18D06:00:00.000000000,-15.3,-17.4,84,,0,24.1,100.3,,,Mostly Cloudy
2013-02-18D07:00:00.000000000,-14.2,-16.3,84,,0,24.1,100.3,,,Mostly Cloudy
2013-02-18D08:00:00.000000000,-13.4,-15.7,83,290,6,24.1,100.3,,-17,Mainly Clear
2013-02-18D09:00:00.000000000,-11.5,-14.3,80,,0,24.1,100.29,,,Mainly Clear
2013-02-18D10:00:00.000000000,-7.3,-13.1,63,190,6,24.1,100.2,,-10,Mainly Clear
2013-02-18D11:00:00.000000000,-5.4,-13.4,53,190,17,24.1,100.13,,-11,Mainly Clear
2013-02-18D12:00:00.000000000,-4.2,-11,59,190,15,24.1,100.06,,-10,Mainly Clear
2013-02-18D13:00:00.000000000,-3.9,-9.4,66,180,20,24.1,99.95,,-10,Mostly Cloudy
2013-02-18D14:00:00.000000000,-3.2,-8.8,65,170,17,24.1,99.88,,-9,Mostly Cloudy
2013-02-18D15:00:00.000000000,-3.3,-9.4,63,130,17,24.1,99.77,,-9,Mostly Cloudy
2013-02-18D16:00:00.000000000,-2.9,-8.9,63,140,19,24.1,99.7,,-9,Mostly Cloudy
2013-02-18D17:00:00.000000000,-2.9,-8.6,65,130,13,24.1,99.6,,-8,Cloudy
2013-02-18D18:00:00.000000000,-2.9,-8,68,110,15,24.1,99.53,,-8,Mostly Cloudy
2013-02-18D19:00:00.000000000,-2.4,-7.7,67,120,17,24.1,99.41,,-8,Mostly Cloudy
2013-02-18D20:00:00.000000000,-1.9,-6.4,71,110,17,24.1,99.29,,-7,Mostly Cloudy
2013-02-18D21:00:00.000000000,-1.4,-6.1,70,100,15,24.1,99.24,,-6,Mostly Cloudy
2013-02-18D22:00:00.000000000,-0.5,-5.2,70,110,13,24.1,99.17,,-5,Cloudy
2013-02-18D23:00:00.000000000,0,-4.8,70,100,11,24.1,99.03,,-4,Cloudy
2013-02-19D00:00:00.000000000,0.4,-4.4,70,110,9,24.1,98.94,,,Cloudy
2013-02-19D01:00:00.000000000,0.6,-3.6,73,100,13,24.1,98.83,,,Cloudy
2013-02-19D02:00:00.000000000,1,-2.9,75,100,9,24.1,98.75,,,Cloudy
2013-02-19D03:00:00.000000000,1.3,-2.7,75,90,11,24.1,98.6,,,Cloudy
2013-02-19D04:00:00.000000000,2,-1.9,75,120,13,24.1,98.48,,,Cloudy
2013-02-19D05:00:00.000000000,2.3,-1.4,77,130,13,24.1,98.38,,,Cloudy
2013-02-19D06:00:00.000000000,2,0.8,92,120,11,11.3,98.22,,,Rain
2013-02-19D07:00:00.000000000,2.3,1.9,97,130,15,9.7,98.08,,,"Rain,Fog"
2013-02-19D08:00:00.000000000,3.3,2.9,97,170,32,12.9,98.02,,,Rain
2013-02-19D09:00:00.000000000,3.4,2.7,95,190,22,16.1,97.93,,,Rain
2013-02-19D10:00:00.000000000,3.7,2.6,93,190,19,16.1,97.86,,,Rain
2013-02-19D11:00:00.000000000,3.9,2.3,89,220,26,24.1,97.84,,,Cloudy
2013-02-19D12:00:00.000000000,3.2,0.5,82,250,32,24.1,97.87,,,Cloudy
2013-02-19D13:00:00.000000000,2.9,0.5,84,230,33,24.1,97.87,,,Rain Showers
2013-02-19D14:00:00.000000000,1.5,-0.5,87,230,37,24.1,97.92,,,Cloudy
2013-02-19D15:00:00.000000000,0.1,-1.9,86,220,33,16.1,98,,,Cloudy
2013-02-19D16:00:00.000000000,-0.5,-4.2,76,220,35,24.1,98.09,,-8,Cloudy
2013-02-19D17:00:00.000000000,-1.6,-4.5,81,220,24,4.8,98.22,,-8,Snow Showers
2013-02-19D18:00:00.000000000,-2.1,-6.1,74,240,30,24.1,98.3,,-9,Cloudy
2013-02-19D19:00:00.000000000,-2.8,-7.1,72,240,39,24.1,98.4,,-11,Cloudy
2013-02-19D20:00:00.000000000,-3.8,-7.2,77,240,37,24.1,98.45,,-12,Snow Showers
2013-02-19D21:00:00.000000000,-4.2,-8.1,74,240,35,24.1,98.47,,-13,Snow Showers
2013-02-19D22:00:00.000000000,-4.3,-8.3,74,240,35,19.3,98.51,,-13,Snow Showers
2013-02-19D23:00:00.000000000,-4.6,-7.7,79,250,33,16.1,98.53,,-13,Snow Showers
2013-02-20D00:00:00.000000000,-5.3,-6.8,89,250,17,4.8,98.56,,-11,Snow Showers
2013-02-20D01:00:00.000000000,-5.5,-9.9,71,270,41,24.1,98.62,,-15,Cloudy
2013-02-20D02:00:00.000000000,-5.9,-10.6,69,260,35,24.1,98.66,,-15,Cloudy
2013-02-20D03:00:00.000000000,-6.2,-10.6,71,260,37,24.1,98.71,,-15,Cloudy
2013-02-20D04:00:00.000000000,-6.4,-11,70,260,32,24.1,98.75,,-15,Cloudy
2013-02-20D05:00:00.000000000,-6.9,-11,73,260,30,19.3,98.81,,-15,Cloudy
2013-02-20D06:00:00.000000000,-7.4,-10.8,77,270,32,11.3,98.85,,-16,Snow Showers
2013-02-20D07:00:00.000000000,-7.8,-10.6,80,270,26,9.7,98.92,,-16,Snow Showers
2013-02-20D08:00:00.000000000,-7.6,-12.8,66,270,33,24.1,98.98,,-17,Mostly Cloudy
2013-02-20D09:00:00.000000000,-7.2,-12.2,67,270,39,24.1,99.02,,-17,Mostly Cloudy
2013-02-20D10:00:00.000000000,-7,-11.4,71,270,35,16.1,99.04,,-16,Snow Showers
2013-02-20D11:00:00.000000000,-6,-10.8,69,270,37,19.3,99.1,,-15,Mostly Cloudy
2013-02-20D12:00:00.000000000,-5.8,-11.2,66,290,28,19.3,99.16,,-14,Snow Showers
2013-02-20D13:00:00.000000000,-5.6,-11.4,64,310,37,24.1,99.22,,-15,Cloudy
2013-02-20D14:00:00.000000000,-5.7,-11.7,63,310,39,24.1,99.28,,-15,Cloudy
2013-02-20D15:00:00.000000000,-5.5,-11.1,65,300,32,19.3,99.37,,-14,Snow Showers
2013-02-20D16:00:00.000000000,-5.8,-11.3,65,300,32,19.3,99.47,,-14,Snow Showers
2013-02-20D17:00:00.000000000,-6.1,-11,68,290,35,19.3,99.52,,-15,Snow Showers
2013-02-20D18:00:00.000000000,-6.2,-11.4,67,290,37,19.3,99.63,,-15,Snow Showers
2013-02-20D19:00:00.000000000,-6.9,-11.5,70,270,35,19.3,99.68,,-16,Snow Showers
2013-02-20D20:00:00.000000000,-7.2,-11.5,71,270,32,24.1,99.72,,-16,Snow Showers
2013-02-20D21:00:00.000000000,-7.3,-11.7,71,290,24,24.1,99.71,,-15,Mostly Cloudy
2013-02-20D22:00:00.000000000,-6.8,-11.3,70,290,32,24.1,99.74,,-16,Cloudy
