ts,temperature,dew_point,rel_humidity,wind_dir,wind_speed,visibility,stn_pressure,humidex,wind_chill,notes
2013-10-12D07:00:00.000000000,9,4.6,74,20,5,24.1,100.14,,,Mainly Clear
2013-10-12D08:00:00.000000000,11.8,7,72,20,6,24.1,100.18,,,
2013-10-12D09:00:00.000000000,15.3,11.3,77,80,9,24.1,100.16,,,
2013-10-12D10:00:00.000000000,17.3,12.7,74,110,9,24.1,100.14,,,Mainly Clear
2013-10-12D11:00:00.000000000,18.7,10.9,60,110,8,24.1,100.11,,,
2013-10-12D12:00:00.000000000,20,12.6,62,90,8,24.1,100.09,,,
2013-10-12D13:00:00.000000000,20.2,12.5,61,140,16,24.1,100.03,,,Mainly Clear
2013-10-12D14:00:00.000000000,20.1,12.2,60,90,15,24.1,100.01,,,
2013-10-12D15:00:00.000000000,19.8,9.5,51,100,20,24.1,99.99,,,
2013-10-12D16:00:00.000000000,19.4,7.9,47,90,15,24.1,100,,,Clear
2013-10-12D17:00:00.000000000,18.1,9,55,90,13,24.1,99.98,,,
2013-10-12D18:00:00.000000000,17.2,8.2,55,80,12,24.1,99.97,,,
2013-10-12D19:00:00.000000000,16.4,7.7,56,80,11,24.1,100.01,,,Mainly Clear
2013-10-12D20:00:00.000000000,15.6,8.2,61,70,8,24.1,100.03,,,
2013-10-12D21:00:00.000000000,15,8.8,66,60,5,24.1,100.01,,,
2013-10-12D22:00:00.000000000,15.6,9.8,68,40,3,24.1,100.02,,,Mainly Clear
2013-10-12D23:00:00.000000000,15,10.3,73,140,3,24.1,100,,,
2013-10-13D00:00:00.000000000,15,10.5,74,150,5,24.1,100.02,,,
2013-10-13D01:00:00.000000000,14.6,10.7,77,160,3,24.1,100.02,,,Mostly Cloudy
2013-10-13D02:00:00.000000000,16.5,12.1,75,170,5,24.1,100.06,,,
2013-10-13D03:00:00.000000000,15.9,12.1,78,140,3,24.1,100.07,,,
2013-10-13D04:00:00.000000000,15.7,12.1,79,160,3,24.1,100.11,,,Cloudy
2013-10-13D05:00:00.000000000,15.9,12.3,79,130,8,24.1,100.16,,,
2013-10-13D06:00:00.000000000,15.8,13,83,140,9,24.1,100.2,,,
2013-10-13D07:00:00.000000000,15.2,13.8,91,120,9,19.3,100.22,,,Cloudy
2013-10-13D08:00:00.000000000,15.6,14.3,92,150,8,24.1,100.27,,,Rain Showers
2013-10-13D09:00:00.000000000,16,14.9,93,150,8,24.1,100.31,,,
2013-10-13D10:00:00.000000000,15.7,13.7,88,130,9,24.1,100.33,,,Rain Showers
2013-10-13D11:00:00.000000000,16.1,13.8,86,130,9,24.1,100.32,,,
2013-10-13D12:00:00.000000000,16.2,13.7,85,130,7,24.1,100.31,,,
2013-10-13D13:00:00.000000000,16,13.9,87,100,7,24.1,100.27,,,Rain Showers
2013-10-13D14:00:00.000000000,15.4,14.5,94,90,6,6.4,100.25,,,Rain Showers
2013-10-13D15:00:00.000000000,15.5,14.6,94,120,4,6.4,100.27,,,"Rain Showers,Fog"
2013-10-13D16:00:00.000000000,15.8,15,95,80,3,6.4,100.25,,,"Drizzle,Fog"
2013-10-13D17:00:00.000000000,15.9,15.1,95,170,2,6.4,100.27,,,"Drizzle,Fog"
2013-10-13D18:00:00.000000000,16,15.4,96,150,5,6.4,100.33,,,"Drizzle,Fog"
2013-10-13D19:00:00.000000000,15.9,14.8,93,340,13,8.1,100.35,,,Fog
2013-10-13D20:00:00.000000000,15.4,12.4,82,350,15,16.1,100.42,,,
2013-10-13D21:00:00.000000000,14.3,11.8,85,330,17,16.1,100.46,,,
2013-10-13D22:00:00.000000000,13,9.7,80,330,22,19.3,100.5,,,Mostly Cloudy
2013-10-13D23:00:00.000000000,11.6,8.7,82,330,18,24.1,100.51,,,
2013-10-14D00:00:00.000000000,10.3,7.9,85,320,15,24.1,100.52,,,
2013-10-14D01:00:00.000000000,10.5,7.6,82,330,20,24.1,100.53,,,Mainly Clear
2013-10-14D02:00:00.000000000,9.9,7.3,84,330,14,24.1,100.55,,,
2013-10-14D03:00:00.000000000,9.1,7.2,88,320,15,24.1,100.54,,,
2013-10-14D04:00:00.000000000,7.8,6.3,90,290,9,24.1,100.6,,,Clear
2013-10-14D05:00:00.000000000,8.4,6.7,89,310,8,24.1,100.62,,,
2013-10-14D06:00:00.000000000,7.8,6.1,89,280,11,24.1,100.66,,,
2013-10-14D07:00:00.000000000,7.8,6.1,89,280,14,24.1,100.67,,,Clear
2013-10-14D08:00:00.000000000,10.2,7.5,83,310,15,24.1,100.71,,,
2013-10-14D09:00:00.000000000,12.5,8.8,78,340,13,24.1,100.7,,,
2013-10-14D10:00:00.000000000,14.2,9.5,73,350,17,24.1,100.68,,,Mainly Clear
2013-10-14D11:00:00.000000000,15.4,10,70,10,13,24.1,100.65,,,
2013-10-14D12:00:00.000000000,16.3,9.8,65,350,13,24.1,100.6,,,
2013-10-14D13:00:00.000000000,16.8,9.6,62,360,14,24.1,100.56,,,Mostly Cloudy
2013-10-14D14:00:00.000000000,16.9,8.7,58,10,18,24.1,100.48,,,
2013-10-14D15:00:00.000000000,17,7.7,54,30,10,24.1,100.47,,,
2013-10-14D16:00:00.000000000,17.2,7.1,51,360,16,24.1,100.46,,,Mainly Clear
2013-10-14D17:00:00.000000000,15.7,7,56,20,19,24.1,100.48,,,
2013-10-14D18:00:00.000000000,14.6,7.9,64,360,13,24.1,100.54,,,
2013-10-14D19:00:00.000000000,12.8,8.3,74,10,16,24.1,100.55,,,Clear
2013-10-14D20:00:00.000000000,11.7,7.6,76,20,10,24.1,100.57,,,
2013-10-14D21:00:00.000000000,10.6,7.3,80,10,9,24.1,100.55,,,
2013-10-14D22:00:00.000000000,10.2,7.1,81,350,13,24.1,100.57,,,Mainly Clear
2013-10-14D23:00:00.000000000,10.1,7.2,82,360,15,24.1,100.54,,,
2013-10-15D00:00:00.000000000,9.5,6.8,83,360,11,24.1,100.5,,,
2013-10-15D01:00:00.000000000,8.4,6.2,86,10,12,24.1,100.43,,,Clear
2013-10-15D02:00:00.000000000,7.7,5.9,88,320,14,24.1,100.37,,,
2013-10-15D03:00:00.000000000,7.9,5.7,86,340,6,24.1,100.35,,,
2013-10-15D04:00:00.000000000,6,4.3,89,270,5,24.1,100.33,,,Clear
2013-10-15D05:00:00.000000000,7.4,5.4,87,360,6,24.1,100.3,,,
2013-10-15D06:00:00.000000000,7.6,5.8,88,10,4,24.1,100.27,,,
2013-10-15D07:00:00.000000000,8.6,6.6,87,20,8,24.1,100.28,,,Mostly Cloudy
2013-10-15D08:00:00.000000000,10.2,8.5,89,40,9,24.1,100.22,,,
2013-10-15D09:00:00.000000000,13,10.7,86,100,10,24.1,100.18,,,
2013-10-15D10:00:00.000000000,14.6,9.9,73,110,21,24.1,100.14,,,Mostly Cloudy
2013-10-15D11:00:00.000000000,16,8.6,61,110,23,24.1,100.04,,,
2013-10-15D12:00:00.000000000,16.4,9.7,64,110,18,24.1,99.98,,,
2013-10-15D13:00:00.000000000,16.9,9.9,63,110,22,24.1,99.82,,,Mostly Cloudy
2013-10-15D14:00:00.000000000,16.5,9.3,62,120,19,24.1,99.76,,,
2013-10-15D15:00:00.000000000,17.1,10.3,64,110,17,24.1,99.66,,,
2013-10-15D16:00:00.000000000,16.1,10.5,69,100,14,24.1,99.64,,,Mostly Cloudy
2013-10-15D17:00:00.000000000,15.8,11.6,76,100,14,24.1,99.57,,,
2013-10-15D18:00:00.000000000,15.5,11.9,79,100,14,24.1,99.49,,,
2013-10-15D19:00:00.000000000,15.7,12.3,80,100,13,24.1,99.43,,,Cloudy
2013-10-15D20:00:00.000000000,16,13,82,120,9,24.1,99.37,,,
2013-10-15D21:00:00.000000000,16.3,13.4,83,140,9,24.1,99.3,,,
2013-10-15D22:00:00.000000000,16.5,13.8,84,130,10,24.1,99.24,,,Cloudy
2013-10-15D23:00:00.000000000,16.3,14,86,140,8,24.1,99.2,,,
2013-10-16D00:00:00.000000000,16.4,14.3,87,140,8,24.1,99.11,,,
2013-10-16D01:00:00.000000000,15.9,14.6,92,140,13,9.7,99.05,,,Rain Showers
2013-10-16D02:00:00.000000000,16.2,15.3,94,170,14,8.1,99.01,,,Moderate Rain Showers
2013-10-16D03:00:00.000000000,16.4,15.4,94,180,21,9.7,98.92,,,Rain Showers
2013-10-16D04:00:00.000000000,16.6,15.6,94,190,18,6.4,98.88,,,Rain Showers
2013-10-16D05:00:00.000000000,16.9,15.6,92,200,19,19.3,98.89,,,Rain Showers
2013-10-16D06:00:00.000000000,16.3,14.9,91,200,15,24.1,98.9,,,
2013-10-16D07:00:00.000000000,16.2,14.8,91,200,11,19.3,98.93,,,Mostly Cloudy
2013-10-16D08:00:00.000000000,17.1,15.3,89,200,10,24.1,98.95,,,
2013-10-16D09:00:00.000000000,18,15.5,85,220,17,24.1,98.95,,,
2013-10-16D10:00:00.000000000,19.5,15.2,76,210,23,24.1,98.88,,,Mostly Cloudy
2013-10-16D11:00:00.000000000,20,15.1,73,210,22,24.1,98.85,,,
2013-10-16D12:00:00.000000000,20.3,15.2,72,190,17,24.1,98.73,,,
2013-10-16D13:00:00.000000000,18.9,16.5,86,210,18,19.3,98.7,,,Rain Showers
2013-10-16D14:00:00.000000000,20.8,16.1,74,200,27,24.1,98.64,25,,
2013-10-16D15:00:00.000000000,19.8,13.8,68,290,17,24.1,98.59,,,
2013-10-16D16:00:00.000000000,19,12.6,66,290,21,24.1,98.62,,,Mostly Cloudy
2013-10-16D17:00:00.000000000,17.8,10.8,63,280,19,24.1,98.64,,,
2013-10-16D18:00:00.000000000,15.8,8.4,61,290,19,24.1,98.66,,,
2013-10-16D19:00:00.000000000,14.7,7.6,62,290,21,24.1,98.76,,,Clear
2013-10-16D20:00:00.000000000,13.2,7.9,70,280,17,24.1,98.82,,,
2013-10-16D21:00:00.000000000,11.9,8,77,260,12,24.1,98.9,,,
2013-10-16D22:00:00.000000000,10.3,7.7,84,250,13,24.1,98.93,,,Mainly Clear
2013-10-16D23:00:00.000000000,11.6,8.5,81,240,19,24.1,98.91,,,
2013-10-17D00:00:00.000000000,11,8.1,82,230,14,24.1,98.93,,,
2013-10-17D01:00:00.000000000,11.2,8.1,81,200,18,24.1,98.96,,,Mostly Cloudy
2013-10-17D02:00:00.000000000,11.2,8.3,82,220,18,24.1,98.97,,,
2013-10-17D03:00:00.000000000,10.2,8,86,190,8,24.1,98.98,,,
2013-10-17D04:00:00.000000000,11.2,8.8,85,210,13,24.1,98.98,,,Mostly Cloudy
2013-10-17D05:00:00.000000000,11.1,9,87,250,8,24.1,99.01,,,
2013-10-17D06:00:00.000000000,11.4,8.8,84,250,11,24.1,99.02,,,
2013-10-17D07:00:00.000000000,11,8.6,85,250,9,24.1,99.05,,,Mostly Cloudy
2013-10-17D08:00:00.000000000,11.9,8.8,81,240,7,24.1,99.06,,,
2013-10-17D09:00:00.000000000,12.5,8.6,77,280,4,24.1,99.08,,,
2013-10-17D10:00:00.000000000,13.6,9.3,75,240,9,24.1,99.05,,,Mostly Cloudy
2013-10-17D11:00:00.000000000,14.2,9.1,71,260,8,24.1,99.02,,,
2013-10-17D12:00:00.000000000,14.8,8.6,66,230,11,24.1,98.94,,,
2013-10-17D13:00:00.000000000,15.3,8.1,62,210,10,24.1,98.82,,,Mostly Cloudy
2013-10-17D14:00:00.000000000,14.9,10,72,140,10,24.1,98.74,,,
2013-10-17D15:00:00.000000000,14.9,9.7,71,150,13,24.1,98.67,,,
2013-10-17D16:00:00.000000000,14,9.7,75,130,10,24.1,98.59,,,Cloudy
2013-10-17D17:00:00.000000000,12.9,10.8,87,150,9,9.7,98.53,,,"Rain Showers,Fog"
2013-10-17D18:00:00.000000000,12.2,10.6,90,210,19,8.1,98.61,,,"Rain Showers,Fog"
2013-10-17D19:00:00.000000000,11.9,10.8,93,230,14,9.7,98.6,,,"Rain Showers,Fog"
2013-10-17D20:00:00.000000000,11.3,9.6,89,250,11,16.1,98.56,,,
2013-10-17D21:00:00.000000000,11.3,9.6,89,240,17,12.9,98.56,,,Rain
2013-10-17D22:00:00.000000000,11,9.6,91,250,16,16.1,98.53,,,Rain
2013-10-17D23:00:00.000000000,10.7,9,89,250,18,16.1,98.53,,,
2013-10-18D00:00:00.000000000,10.4,8.4,87,250,22,16.1,98.56,,,
2013-10-18D01:00:00.000000000,9.6,7.9,89,260,19,19.3,98.59,,,Mostly Cloudy
2013-10-18D02:00:00.000000000,10,8.1,88,260,18,19.3,98.62,,,
2013-10-18D03:00:00.000000000,10.1,8.4,89,260,12,16.1,98.61,,,
2013-10-18D04:00:00.000000000,10.2,8.5,89,300,17,16.1,98.67,,,Rain
2013-10-18D05:00:00.000000000,9.2,8,92,270,14,19.3,98.75,,,
2013-10-18D06:00:00.000000000,8.4,6.5,88,260,21,24.1,98.81,,,
2013-10-18D07:00:00.000000000,8.4,5.9,84,260,22,24.1,98.88,,,Clear
2013-10-18D08:00:00.000000000,8.8,5.6,80,250,27,24.1,98.97,,,
2013-10-18D09:00:00.000000000,10.1,5.9,75,250,30,24.1,99.04,,,
2013-10-18D10:00:00.000000000,11.5,5.6,67,250,31,24.1,99.07,,,Mainly Clear
2013-10-18D11:00:00.000000000,12.1,5.1,62,250,29,24.1,99.09,,,
2013-10-18D12:00:00.000000000,12.6,3.3,53,270,28,24.1,99.06,,,
2013-10-18D13:00:00.000000000,13.4,4.9,56,250,29,24.1,99.05,,,Mostly Cloudy
2013-10-18D14:00:00.000000000,14,5.2,55,260,25,24.1,99.02,,,
2013-10-18D15:00:00.000000000,14.2,4.6,52,250,21,24.1,98.99,,,
2013-10-18D16:00:00.000000000,14.3,4.1,50,240,21,24.1,99,,,Mostly Cloudy
2013-10-18D17:00:00.000000000,12.6,4.6,58,250,14,24.1,99,,,
2013-10-18D18:00:00.000000000,12.2,4.2,58,240,9,24.1,99.02,,,
2013-10-18D19:00:00.000000000,12.6,4.4,57,170,6,24.1,99.06,,,Clear
2013-10-18D20:00:00.000000000,11.9,5.6,65,210,7,24.1,99.08,,,
2013-10-18D21:00:00.000000000,11.5,6.3,70,190,6,24.1,99.1,,,
2013-10-18D22:00:00.000000000,10.7,6.7,76,240,3,24.1,99.05,,,Clear
2013-10-18D23:00:00.000000000,9.6,6.7,82,230,5,24.1,99.01,,,
2013-10-19D00:00:00.000000000,9.2,6.1,81,240,7,24.1,99.02,,,
2013-10-19D01:00:00.000000000,7.6,5.3,85,260,10,24.1,99.03,,,Mainly Clear
2013-10-19D02:00:00.000000000,8.3,5.9,85,300,16,24.1,98.98,,,
2013-10-19D03:00:00.000000000,8.9,5.7,80,180,8,24.1,98.94,,,
2013-10-19D04:00:00.000000000,8,5.3,83,210,10,24.1,98.95,,,Mainly Clear
2013-10-19D05:00:00.000000000,8,5.5,84,220,10,24.1,98.95,,,
2013-10-19D06:00:00.000000000,8.1,5.7,85,230,11,24.1,98.92,,,
2013-10-19D07:00:00.000000000,7.8,5.8,87,260,10,24.1,98.91,,,Cloudy
2013-10-19D08:00:00.000000000,8.3,6.1,86,240,8,24.1,98.86,,,
2013-10-19D09:00:00.000000000,9.5,6.6,82,210,3,24.1,98.84,,,
2013-10-19D10:00:00.000000000,9.9,6.3,78,160,8,24.1,98.78,,,Cloudy
2013-10-19D11:00:00.000000000,10.5,5.5,71,230,8,24.1,98.74,,,
2013-10-19D12:00:00.000000000,10.2,5.4,72,200,10,19.3,98.65,,,Rain
2013-10-19D13:00:00.000000000,10,6.2,77,230,9,24.1,98.57,,,Rain
2013-10-19D14:00:00.000000000,8.4,5.9,84,270,19,14.5,98.49,,,
2013-10-19D15:00:00.000000000,8.5,6.8,89,180,5,19.3,98.41,,,Rain
2013-10-19D16:00:00.000000000,8.2,6.7,90,240,15,12.9,98.38,,,Rain
2013-10-19D17:00:00.000000000,7.6,6.4,92,280,13,12.9,98.41,,,Rain
2013-10-19D18:00:00.000000000,6.8,5.1,89,250,18,12.9,98.41,,,Rain
2013-10-19D19:00:00.000000000,6.7,4.9,88,260,27,24.1,98.44,,,Mostly Cloudy
2013-10-19D20:00:00.000000000,5.6,3.6,87,260,16,24.1,98.49,,,
2013-10-19D21:00:00.000000000,5.4,3.3,86,260,23,24.1,98.59,,,
2013-10-19D22:00:00.000000000,4.8,3,88,260,18,24.1,98.64,,,Mainly Clear
2013-10-19D23:00:00.000000000,5.3,3.3,87,250,22,24.1,98.67,,,
2013-10-20D00:00:00.000000000,5.2,3.2,87,260,22,24.1,98.75,,,
2013-10-20D01:00:00.000000000,4.8,2.8,87,280,14,24.1,98.79,,,Clear
2013-10-20D02:00:00.000000000,4.2,2.7,90,290,5,24.1,98.8,,,
2013-10-20D03:00:00.000000000,3.5,2,90,240,9,24.1,98.81,,,
2013-10-20D04:00:00.000000000,3.7,2.1,89,260,7,24.1,98.86,,,Mainly Clear
2013-10-20D05:00:00.000000000,2.8,1.6,92,260,6,24.1,98.87,,,
2013-10-20D06:00:00.000000000,3.1,2.1,93,240,10,24.1,98.92,,,
2013-10-20D07:00:00.000000000,3.1,1.9,92,250,7,24.1,98.96,,,Clear
2013-10-20D08:00:00.000000000,5,3,87,270,7,24.1,99.06,,,
2013-10-20D09:00:00.000000000,7,4,81,240,9,24.1,99.1,,,
2013-10-20D10:00:00.000000000,9.5,5.1,74,250,13,24.1,99.13,,,Clear
2013-10-20D11:00:00.000000000,10.6,5,68,260,22,24.1,99.16,,,
2013-10-20D12:00:00.000000000,12.3,5.5,63,250,17,24.1,99.11,,,
2013-10-20D13:00:00.000000000,12.3,3.8,56,260,15,24.1,99.09,,,Mostly Cloudy
2013-10-20D14:00:00.000000000,12.8,0.9,44,240,32,24.1,99.09,,,
2013-10-20D15:00:00.000000000,12.7,1.1,45,250,35,24.1,99.13,,,
2013-10-20D16:00:00.000000000,12.3,0.5,44,260,25,24.1,99.17,,,Mainly Clear
2013-10-20D17:00:00.000000000,10.8,0.6,49,270,19,24.1,99.22,,,
2013-10-20D18:00:00.000000000,9.3,1,56,230,9,24.1,99.28,,,
2013-10-20D19:00:00.000000000,9.1,0.6,55,230,9,24.1,99.33,,,Mainly Clear
2013-10-20D20:00:00.000000000,8.1,0.8,60,230,7,24.1,99.34,,,
2013-10-20D21:00:00.000000000,8.6,1.1,59,200,5,24.1,99.32,,,
2013-10-20D22:00:00.000000000,8.8,1.5,60,170,4,24.1,99.3,,,Mostly Cloudy
2013-10-20D23:00:00.000000000,8.4,2.2,65,100,8,24.1,99.26,,,
2013-10-21D00:00:00.000000000,8.9,2.7,65,110,6,24.1,99.24,,,Rain
2013-10-21D01:00:00.000000000,9.4,4,69,130,9,24.1,99.21,,,Cloudy
2013-10-21D02:00:00.000000000,10.2,6.4,77,130,10,24.1,99.16,,,
2013-10-21D03:00:00.000000000,10.3,7.2,81,150,10,24.1,99.11,,,
2013-10-21D04:00:00.000000000,11.5,7.6,77,190,10,24.1,99.12,,,Cloudy
2013-10-21D05:00:00.000000000,11.6,8.3,80,200,18,16.1,99.11,,,Rain Showers
2013-10-21D06:00:00.000000000,11.3,8.4,82,170,12,16.1,99.09,,,Rain Showers
2013-10-21D07:00:00.000000000,11.1,8.5,84,180,12,24.1,99.07,,,Mostly Cloudy
2013-10-21D08:00:00.000000000,11.8,8.5,80,180,12,24.1,99.09,,,
2013-10-21D09:00:00.000000000,12.8,8.1,73,210,21,24.1,99.08,,,
2013-10-21D10:00:00.000000000,13.6,8.3,70,210,20,24.1,99.07,,,Cloudy
2013-10-21D11:00:00.000000000,14.3,9,70,210,21,24.1,99.01,,,
2013-10-21D12:00:00.000000000,15.6,8.7,63,220,29,24.1,98.92,,,
2013-10-21D13:00:00.000000000,16,8.6,61,210,36,24.1,98.86,,,Cloudy
2013-10-21D14:00:00.000000000,15.5,8.8,64,230,33,24.1,98.82,,,
2013-10-21D15:00:00.000000000,15.1,8.4,64,220,32,24.1,98.81,,,
2013-10-21D16:00:00.000000000,14.7,7.8,63,230,27,24.1,98.8,,,Cloudy
2013-10-21D17:00:00.000000000,11.1,9.2,88,250,24,19.3,98.86,,,Rain Showers
2013-10-21D18:00:00.000000000,10.9,8.2,83,240,27,19.3,98.86,,,Rain Showers
2013-10-21D19:00:00.000000000,10.5,8.4,87,230,24,19.3,98.86,,,Rain
2013-10-21D20:00:00.000000000,10.3,8.4,88,230,24,16.1,98.8,,,Rain
2013-10-21D21:00:00.000000000,10.1,8.7,91,210,19,16.1,98.76,,,Rain
2013-10-21D22:00:00.000000000,9.7,8.8,94,270,10,19.3,98.72,,,Rain
2013-10-21D23:00:00.000000000,8.9,5.5,79,280,26,19.3,98.72,,,
2013-10-22D00:00:00.000000000,7.7,4.8,82,270,15,24.1,98.7,,,
2013-10-22D01:00:00.000000000,6.9,3.9,81,260,17,24.1,98.7,,,Mostly Cloudy
2013-10-22D02:00:00.000000000,5.3,3.2,86,230,13,24.1,98.73,,,
2013-10-22D03:00:00.000000000,4.7,2.2,84,230,14,24.1,98.71,,,
2013-10-22D04:00:00.000000000,5.7,2.7,81,230,18,24.1,98.72,,,Mostly Cloudy
2013-10-22D05:00:00.000000000,5.3,3.2,86,270,19,19.3,98.78,,,Rain Showers
2013-10-22D06:00:00.000000000,4.7,-0.3,70,260,29,24.1,98.82,,,
2013-10-22D07:00:00.000000000,3.2,-1.6,71,250,24,24.1,98.86,,,Mainly Clear
2013-10-22D08:00:00.000000000,4.1,-2.1,64,250,26,24.1,98.91,,,
2013-10-22D09:00:00.000000000,5.1,-1.8,61,250,30,24.1,98.93,,,
2013-10-22D10:00:00.000000000,6.3,-1.4,58,250,25,24.1,98.92,,,Mostly Cloudy
2013-10-22D11:00:00.000000000,6.4,-2.2,54,250,28,24.1,98.93,,,
2013-10-22D12:00:00.000000000,6.8,-1.6,55,250,27,24.1,98.91,,,
2013-10-22D13:00:00.000000000,6.6,-1.5,56,250,36,24.1,98.86,,,Mostly Cloudy
2013-10-22D14:00:00.000000000,7.3,-0.6,57,240,24,24.1,98.82,,,
2013-10-22D15:00:00.000000000,8.2,0,56,240,29,24.1,98.8,,,
2013-10-22D16:00:00.000000000,7.9,-0.1,57,250,28,24.1,98.8,,,Mostly Cloudy
2013-10-22D17:00:00.000000000,6.9,-0.3,60,250,26,24.1,98.82,,,
2013-10-22D18:00:00.000000000,6.2,-0.1,64,240,21,24.1,98.85,,,
2013-10-22D19:00:00.000000000,5.9,0.9,70,270,16,24.1,98.89,,,Mostly Cloudy
2013-10-22D20:00:00.000000000,4.9,1.2,77,280,10,24.1,98.91,,,
2013-10-22D21:00:00.000000000,4.6,1.5,80,300,12,24.1,98.94,,,
2013-10-22D22:00:00.000000000,3.7,1.3,84,250,14,24.1,98.94,,,Mostly Cloudy
2013-10-22D23:00:00.000000000,4,1.2,82,260,15,24.1,98.88,,,
2013-10-23D00:00:00.000000000,3.9,1.3,83,270,15,24.1,98.86,,,
2013-10-23D01:00:00.000000000,3.8,1.4,84,270,17,24.1,98.81,,,Mostly Cloudy
2013-10-23D02:00:00.000000000,3.3,1.2,86,290,8,24.1,98.77,,,
2013-10-23D03:00:00.000000000,3.8,1.4,84,280,13,24.1,98.71,,,
2013-10-23D04:00:00.000000000,4.2,1.6,83,300,12,19.3,98.68,,,Rain Showers
2013-10-23D05:00:00.000000000,4,1.7,85,280,13,24.1,98.66,,,
2013-10-23D06:00:00.000000000,4.1,1.7,84,270,17,24.1,98.66,,,
2013-10-23D07:00:00.000000000,3.8,1.7,86,260,14,24.1,98.68,,,Mostly Cloudy
2013-10-23D08:00:00.000000000,4.7,2.1,83,290,12,24.1,98.72,,,
2013-10-23D09:00:00.000000000,4.9,1.6,79,300,12,24.1,98.71,,,
2013-10-23D10:00:00.000000000,6.3,1.4,71,300,7,24.1,98.68,,,Mainly Clear
2013-10-23D11:00:00.000000000,7.7,0.2,59,320,14,24.1,98.66,,,
2013-10-23D12:00:00.000000000,8.3,0.6,58,360,13,24.1,98.63,,,
2013-10-23D13:00:00.000000000,7.7,-1.3,53,330,24,24.1,98.58,,,Mostly Cloudy
2013-10-23D14:00:00.000000000,7.5,-2.2,50,310,25,24.1,98.59,,,
2013-10-23D15:00:00.000000000,9.2,-3.7,40,330,34,24.1,98.6,,,
2013-10-23D16:00:00.000000000,7.7,-3.5,45,310,24,24.1,98.67,,,Clear
2013-10-23D17:00:00.000000000,6.4,-4.7,45,310,24,24.1,98.73,,,
2013-10-23D18:00:00.000000000,5.2,-3.9,52,310,17,24.1,98.79,,,
2013-10-23D19:00:00.000000000,4.2,-2.4,62,290,22,24.1,98.84,,,Mainly Clear
2013-10-23D20:00:00.000000000,2.5,-1.7,74,280,15,24.1,98.84,,,
2013-10-23D21:00:00.000000000,2.1,-1.5,77,280,14,24.1,98.87,,,
2013-10-23D22:00:00.000000000,0.9,-1.7,83,250,11,24.1,98.89,,,Mainly Clear
2013-10-23D23:00:00.000000000,1.5,-0.9,84,260,19,24.1,98.87,,,
2013-10-24D00:00:00.000000000,1.4,-0.9,85,260,14,24.1,98.83,,,
2013-10-24D01:00:00.000000000,1.5,-0.4,87,250,16,24.1,98.82,,,Mainly Clear
2013-10-24D02:00:00.000000000,1,-0.6,89,250,15,24.1,98.83,,,
2013-10-24D03:00:00.000000000,0.6,-1,89,250,13,24.1,98.78,,,
2013-10-24D04:00:00.000000000,0.8,-1,88,290,9,24.1,98.82,,,Clear
2013-10-24D05:00:00.000000000,1.1,-0.8,87,270,17,24.1,98.85,,,
2013-10-24D06:00:00.000000000,0.9,-0.7,89,250,17,24.1,98.86,,,
2013-10-24D07:00:00.000000000,1.9,-0.2,86,250,20,24.1,98.87,,,Mostly Cloudy
2013-10-24D08:00:00.000000000,3.7,0.6,80,260,20,24.1,98.93,,,
2013-10-24D09:00:00.000000000,4.7,0.5,74,270,29,24.1,98.97,,,
2013-10-24D10:00:00.000000000,6.2,1,69,270,28,24.1,98.98,,,Mostly Cloudy
2013-10-24D11:00:00.000000000,7,0.9,65,280,38,24.1,98.98,,,
2013-10-24D12:00:00.000000000,8.3,2.4,66,280,35,24.1,98.98,,,
2013-10-24D13:00:00.000000000,8,1.4,63,270,33,24.1,98.98,,,Mostly Cloudy
2013-10-24D14:00:00.000000000,7.6,1,63,280,25,24.1,99.02,,,
2013-10-24D15:00:00.000000000,8.1,-0.9,53,280,31,24.1,99.1,,,
2013-10-24D16:00:00.000000000,7.6,-0.4,57,290,27,24.1,99.19,,,Mostly Cloudy
2013-10-24D17:00:00.000000000,6.8,-0.4,60,300,26,24.1,99.27,,,
2013-10-24D18:00:00.000000000,6.4,0.3,65,300,18,24.1,99.35,,,
2013-10-24D19:00:00.000000000,5.3,1.4,76,280,18,24.1,99.43,,,Cloudy
2013-10-24D20:00:00.000000000,4.6,1.6,81,270,16,24.1,99.48,,,
2013-10-24D21:00:00.000000000,3.8,1.5,85,260,14,24.1,99.51,,,
2013-10-24D22:00:00.000000000,3.3,1.2,86,270,15,24.1,99.57,,,Cloudy
2013-10-24D23:00:00.000000000,3.5,1.2,85,300,14,24.1,99.63,,,
2013-10-25D00:00:00.000000000,2.9,1,87,280,12,24.1,99.69,,,
2013-10-25D01:00:00.000000000,2.8,1.2,89,260,15,24.1,99.73,,,Mainly Clear
2013-10-25D02:00:00.000000000,3.5,1.1,84,290,9,24.1,99.77,,,
2013-10-25D03:00:00.000000000,2.8,0.9,87,280,11,24.1,99.8,,,
2013-10-25D04:00:00.000000000,2.7,0.8,87,290,9,24.1,99.84,,,Mainly Clear
2013-10-25D05:00:00.000000000,2,0.5,90,280,7,24.1,99.9,,,
2013-10-25D06:00:00.000000000,3,1.1,87,300,11,24.1,99.95,,,
2013-10-25D07:00:00.000000000,2.1,0.3,88,290,12,24.1,100,,,Mainly Clear
2013-10-25D08:00:00.000000000,4.1,1.7,84,270,12,24.1,100.08,,,
